Case ID,Activity,Complete Timestamp,Resource,customer,gravita,product,servicelevel,workload
78,a1,2016-12-05 17:13:03,ZOLFERINO,customer_67,1.0,product_0,servicelevel_2,14.0
78,a2,2016-12-06 08:10:16,ZOSIMO,customer_67,1.0,product_0,servicelevel_2,50.0
78,a3,2016-12-06 14:52:15,ZOSIMO,customer_67,1.0,product_0,servicelevel_2,44.0
79,a1,2017-01-13 15:59:35,ZULINO,customer_9,2.0,product_0,servicelevel_1,54.0
79,a2,2017-01-16 09:10:31,ZORAIDO,customer_9,2.0,product_0,servicelevel_1,23.0
79,a3,2017-01-16 11:17:51,ZORAIDO,customer_9,2.0,product_0,servicelevel_1,19.0
80,a1,2017-01-23 11:54:58,ZULINO,customer_65,2.0,product_0,servicelevel_2,75.0
80,a2,2017-01-23 15:26:13,ZOPITA,customer_65,2.0,product_0,servicelevel_2,10.0
80,a4,2017-01-27 12:59:25,ZOPITA,customer_65,2.0,product_0,servicelevel_2,10.0
80,a3,2017-02-08 14:21:45,ZOPITA,customer_65,2.0,product_0,servicelevel_2,8.0
81,a1,2016-12-20 16:23:27,ZORAIDO,customer_68,2.0,product_0,servicelevel_1,44.0
81,a2,2016-12-21 08:18:01,ZORAIDO,customer_68,2.0,product_0,servicelevel_1,46.0
81,a3,2016-12-23 11:09:04,ZORAIDO,customer_68,2.0,product_0,servicelevel_1,41.0
82,a1,2016-11-24 15:57:54,ZORAIDO,customer_69,3.0,product_4,servicelevel_1,22.0
82,a2,2016-11-24 17:03:30,ZORAIDE,customer_69,3.0,product_4,servicelevel_1,3.0
82,a3,2016-11-24 17:05:07,ZORAIDE,customer_69,3.0,product_4,servicelevel_1,2.0
83,a1,2016-11-28 16:44:22,ZOSIMO,customer_70,2.0,product_0,servicelevel_1,46.0
83,a2,2016-11-28 16:44:45,ZOSIMO,customer_70,2.0,product_0,servicelevel_1,47.0
83,a3,2016-11-29 11:14:32,ZOSIMO,customer_70,2.0,product_0,servicelevel_1,43.0
84,a1,2017-01-13 15:12:42,ZULINO,customer_71,2.0,product_0,servicelevel_1,53.0
